elapsed,responseMessage,bytes,URL
8709,Service Unavailable.,80,http://ec2.insiderpages.com/
5466,Service Unavailable.,80,http://ec2.insiderpages.com/
8614,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
33,Not Found,2353,http://ec2.insiderpages.com/${IP_STORE_g1}
332,OK,95856,http://ec2.insiderpages.com/store_finder
770,Internal Server Error,26184,http://ec2.insiderpages.com/b/3718404612/supercuts-las-vegas-6
274,OK,95807,http://ec2.insiderpages.com/store_finder
184,OK,95837,http://ec2.insiderpages.com/store_finder
291,OK,95796,http://ec2.insiderpages.com/store_finder
688,Internal Server Error,26227,http://ec2.insiderpages.com/b/15252196218/crowne-plaza-union-city
428,OK,95786,http://ec2.insiderpages.com/store_finder
239,OK,95571,http://ec2.insiderpages.com/store_finder
285,OK,95796,http://ec2.insiderpages.com/store_finder
537,OK,95858,http://ec2.insiderpages.com/store_finder
327,OK,95751,http://ec2.insiderpages.com/store_finder
216,OK,95742,http://ec2.insiderpages.com/store_finder
311,OK,95824,http://ec2.insiderpages.com/store_finder
372,OK,95800,http://ec2.insiderpages.com/store_finder
396,OK,95805,http://ec2.insiderpages.com/store_finder
568,OK,95841,http://ec2.insiderpages.com/store_finder
457,OK,95788,http://ec2.insiderpages.com/store_finder
1203,Internal Server Error,26301,http://ec2.insiderpages.com/b/15255548421/enterprise-rentacar-chicago-71
293,OK,95827,http://ec2.insiderpages.com/store_finder
710,OK,95767,http://ec2.insiderpages.com/store_finder
426,OK,95823,http://ec2.insiderpages.com/store_finder
198,OK,95799,http://ec2.insiderpages.com/store_finder
197,OK,95843,http://ec2.insiderpages.com/store_finder
396,OK,95547,http://ec2.insiderpages.com/store_finder
532,OK,95782,http://ec2.insiderpages.com/store_finder
505,OK,95813,http://ec2.insiderpages.com/store_finder
551,OK,95580,http://ec2.insiderpages.com/store_finder
296,OK,95745,http://ec2.insiderpages.com/store_finder
1222,Internal Server Error,26294,http://ec2.insiderpages.com/b/15257485756/thrifty-car-rental-arlington-2
382,OK,95808,http://ec2.insiderpages.com/store_finder
1598,OK,95846,http://ec2.insiderpages.com/store_finder
358,OK,95777,http://ec2.insiderpages.com/store_finder
362,OK,95804,http://ec2.insiderpages.com/store_finder
1586,Internal Server Error,26359,http://ec2.insiderpages.com/b/15250716802/red-roof-inn-philadelphia-oxford-valley-langhorne
969,Internal Server Error,26207,http://ec2.insiderpages.com/b/15255557162/lenscrafters-atlanta-7
802,Internal Server Error,26227,http://ec2.insiderpages.com/b/15252196218/crowne-plaza-union-city
553,OK,95756,http://ec2.insiderpages.com/store_finder
1506,OK,95764,http://ec2.insiderpages.com/store_finder
365,OK,95760,http://ec2.insiderpages.com/store_finder
1068,OK,95764,http://ec2.insiderpages.com/store_finder
308,OK,95730,http://ec2.insiderpages.com/store_finder
611,OK,95804,http://ec2.insiderpages.com/store_finder
293,OK,95749,http://ec2.insiderpages.com/store_finder
972,OK,95773,http://ec2.insiderpages.com/store_finder
804,OK,95816,http://ec2.insiderpages.com/store_finder
917,OK,95807,http://ec2.insiderpages.com/store_finder
532,OK,95739,http://ec2.insiderpages.com/store_finder
2633,OK,95784,http://ec2.insiderpages.com/store_finder
1118,Internal Server Error,26218,http://ec2.insiderpages.com/b/15254471268/t-mobile-ltd-north-las-vegas
363,OK,95821,http://ec2.insiderpages.com/store_finder
936,OK,95820,http://ec2.insiderpages.com/store_finder
1263,Internal Server Error,26306,http://ec2.insiderpages.com/b/15250725169/doubletree-hotel-chicago--alsip-alsip
2210,OK,95841,http://ec2.insiderpages.com/store_finder
1040,OK,95827,http://ec2.insiderpages.com/store_finder
1868,OK,95767,http://ec2.insiderpages.com/store_finder
576,OK,95789,http://ec2.insiderpages.com/store_finder
362,OK,95813,http://ec2.insiderpages.com/store_finder
657,OK,95839,http://ec2.insiderpages.com/store_finder
635,OK,95731,http://ec2.insiderpages.com/store_finder
555,OK,95839,http://ec2.insiderpages.com/store_finder
2384,OK,95777,http://ec2.insiderpages.com/store_finder
2582,OK,95838,http://ec2.insiderpages.com/store_finder
1632,OK,95856,http://ec2.insiderpages.com/store_finder
4321,Internal Server Error,26191,http://ec2.insiderpages.com/b/3720668326/supercuts-jenkintown
879,OK,95802,http://ec2.insiderpages.com/store_finder
391,OK,95807,http://ec2.insiderpages.com/store_finder
2365,Internal Server Error,26200,http://ec2.insiderpages.com/b/15257313920/sign-a-rama-van-nuys
4653,Internal Server Error,26169,http://ec2.insiderpages.com/b/3714085004/supercuts-chicago-2
2147,OK,95737,http://ec2.insiderpages.com/store_finder
2785,OK,95857,http://ec2.insiderpages.com/store_finder
1026,OK,95809,http://ec2.insiderpages.com/store_finder
1062,OK,95799,http://ec2.insiderpages.com/store_finder
1813,Internal Server Error,26191,http://ec2.insiderpages.com/b/3720668326/supercuts-jenkintown
388,OK,95795,http://ec2.insiderpages.com/store_finder
293,OK,95803,http://ec2.insiderpages.com/store_finder
3699,Internal Server Error,26286,http://ec2.insiderpages.com/b/3718182097/rite-aid-pharmacies-trenton
4576,OK,95803,http://ec2.insiderpages.com/store_finder
2686,OK,95768,http://ec2.insiderpages.com/store_finder
2188,OK,95765,http://ec2.insiderpages.com/store_finder
530,OK,95822,http://ec2.insiderpages.com/store_finder
3170,OK,95781,http://ec2.insiderpages.com/store_finder
3342,OK,95811,http://ec2.insiderpages.com/store_finder
3215,OK,95795,http://ec2.insiderpages.com/store_finder
3834,OK,95736,http://ec2.insiderpages.com/store_finder
2191,Internal Server Error,26185,http://ec2.insiderpages.com/b/3720555963/tmobile-philadelphia
1539,OK,95809,http://ec2.insiderpages.com/store_finder
3847,OK,95742,http://ec2.insiderpages.com/store_finder
554,OK,95822,http://ec2.insiderpages.com/store_finder
4428,OK,95759,http://ec2.insiderpages.com/store_finder
4525,Internal Server Error,26169,http://ec2.insiderpages.com/b/3713223691/supercuts-atlanta-4
1229,OK,95798,http://ec2.insiderpages.com/store_finder
771,OK,95785,http://ec2.insiderpages.com/store_finder
2115,OK,95793,http://ec2.insiderpages.com/store_finder
1589,OK,95771,http://ec2.insiderpages.com/store_finder
2932,OK,95783,http://ec2.insiderpages.com/store_finder
3192,OK,95781,http://ec2.insiderpages.com/store_finder
424,OK,95803,http://ec2.insiderpages.com/store_finder
6094,OK,95767,http://ec2.insiderpages.com/store_finder
405,OK,95737,http://ec2.insiderpages.com/store_finder
537,OK,95806,http://ec2.insiderpages.com/store_finder
3714,OK,95767,http://ec2.insiderpages.com/store_finder
5037,OK,95757,http://ec2.insiderpages.com/store_finder
6792,OK,95796,http://ec2.insiderpages.com/store_finder
481,OK,95794,http://ec2.insiderpages.com/store_finder
530,OK,95797,http://ec2.insiderpages.com/store_finder
597,OK,95765,http://ec2.insiderpages.com/store_finder
278,OK,95791,http://ec2.insiderpages.com/store_finder
768,OK,95787,http://ec2.insiderpages.com/store_finder
464,OK,95779,http://ec2.insiderpages.com/store_finder
486,OK,95808,http://ec2.insiderpages.com/store_finder
2487,OK,95812,http://ec2.insiderpages.com/store_finder
1512,Internal Server Error,26215,http://ec2.insiderpages.com/b/15255331840/pearle-vision-bellevue
2691,Internal Server Error,26168,http://ec2.insiderpages.com/b/3715552366/supercuts-cambridge
2889,OK,95795,http://ec2.insiderpages.com/store_finder
5799,Internal Server Error,26155,http://ec2.insiderpages.com/b/15240022316/terminix-denver-1
523,OK,95812,http://ec2.insiderpages.com/store_finder
3411,OK,95722,http://ec2.insiderpages.com/store_finder
1401,OK,95761,http://ec2.insiderpages.com/store_finder
3606,OK,95765,http://ec2.insiderpages.com/store_finder
593,OK,95797,http://ec2.insiderpages.com/store_finder
4859,OK,95805,http://ec2.insiderpages.com/store_finder
7094,OK,95773,http://ec2.insiderpages.com/store_finder
686,Internal Server Error,26169,http://ec2.insiderpages.com/b/3713330816/supercuts-atlanta-1
558,OK,95832,http://ec2.insiderpages.com/store_finder
5948,OK,95831,http://ec2.insiderpages.com/store_finder
8297,OK,95742,http://ec2.insiderpages.com/store_finder
371,OK,95794,http://ec2.insiderpages.com/store_finder
240,OK,95756,http://ec2.insiderpages.com/store_finder
9447,OK,95782,http://ec2.insiderpages.com/store_finder
3536,OK,95806,http://ec2.insiderpages.com/store_finder
3719,OK,95830,http://ec2.insiderpages.com/store_finder
1037,Internal Server Error,26185,http://ec2.insiderpages.com/b/3720555963/tmobile-philadelphia
411,Internal Server Error,26227,http://ec2.insiderpages.com/b/15252196218/crowne-plaza-union-city
5575,OK,95762,http://ec2.insiderpages.com/store_finder
1843,OK,95772,http://ec2.insiderpages.com/store_finder
3342,OK,95774,http://ec2.insiderpages.com/store_finder
3549,OK,95793,http://ec2.insiderpages.com/store_finder
6605,OK,95827,http://ec2.insiderpages.com/store_finder
417,OK,95760,http://ec2.insiderpages.com/store_finder
272,OK,95770,http://ec2.insiderpages.com/store_finder
6418,OK,95844,http://ec2.insiderpages.com/store_finder
323,OK,95778,http://ec2.insiderpages.com/store_finder
8312,OK,95809,http://ec2.insiderpages.com/store_finder
6932,OK,95792,http://ec2.insiderpages.com/store_finder
5370,OK,95762,http://ec2.insiderpages.com/store_finder
5208,OK,95786,http://ec2.insiderpages.com/store_finder
6155,OK,95764,http://ec2.insiderpages.com/store_finder
6733,OK,95842,http://ec2.insiderpages.com/store_finder
8984,OK,95786,http://ec2.insiderpages.com/store_finder
10429,OK,95795,http://ec2.insiderpages.com/store_finder
8889,OK,95748,http://ec2.insiderpages.com/store_finder
5430,Internal Server Error,26268,http://ec2.insiderpages.com/b/15250750114/red-roof-inn-oxon-hill-oxon-hill
5053,Internal Server Error,26283,http://ec2.insiderpages.com/b/15247349076/penske-truck-rental-dallas-30
11132,OK,95817,http://ec2.insiderpages.com/store_finder
12207,OK,95815,http://ec2.insiderpages.com/store_finder
7954,OK,95790,http://ec2.insiderpages.com/store_finder
544,OK,95802,http://ec2.insiderpages.com/store_finder
18831,OK,95814,http://ec2.insiderpages.com/store_finder
7682,OK,95764,http://ec2.insiderpages.com/store_finder
6295,Internal Server Error,26296,http://ec2.insiderpages.com/b/15255330597/aamco-transmissions-magnolia
12980,OK,95750,http://ec2.insiderpages.com/store_finder
7001,Internal Server Error,26359,http://ec2.insiderpages.com/b/15250716802/red-roof-inn-philadelphia-oxford-valley-langhorne
10265,OK,95738,http://ec2.insiderpages.com/store_finder
9620,OK,95817,http://ec2.insiderpages.com/store_finder
10824,OK,95800,http://ec2.insiderpages.com/store_finder
12943,OK,95737,http://ec2.insiderpages.com/store_finder
11351,OK,95749,http://ec2.insiderpages.com/store_finder
11430,OK,95815,http://ec2.insiderpages.com/store_finder
8420,OK,95853,http://ec2.insiderpages.com/store_finder
13105,OK,95732,http://ec2.insiderpages.com/store_finder
11530,OK,95735,http://ec2.insiderpages.com/store_finder
6325,Internal Server Error,26282,http://ec2.insiderpages.com/b/15243477131/safelite-autoglass-san-diego
7525,OK,95743,http://ec2.insiderpages.com/store_finder
19447,OK,95751,http://ec2.insiderpages.com/store_finder
6288,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/the_original_pancake_house/SanDiego/CA
6088,Service Unavailable.,1833,http://ec2.insiderpages.com/b/15243385281/bloompia-tustin
7498,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/crate_and_barrel/Denver/CO
5088,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/restoration_hardware/Denver/CO
11913,Service Unavailable.,2451,http://ec2.insiderpages.com/store_finder
5514,Service Unavailable.,1924,http://ec2.insiderpages.com/b/3718904485/duane-reade-drugs-new-york
6795,Service Unavailable.,80,http://ec2.insiderpages.com/
5379,Service Unavailable.,80,http://ec2.insiderpages.com/
5455,Service Unavailable.,80,http://ec2.insiderpages.com/
6797,Service Unavailable.,80,http://ec2.insiderpages.com/
6453,Service Unavailable.,80,http://ec2.insiderpages.com/
3945,OK,95847,http://ec2.insiderpages.com/store_finder
10987,OK,95755,http://ec2.insiderpages.com/store_finder
17797,OK,95839,http://ec2.insiderpages.com/store_finder
11586,OK,95804,http://ec2.insiderpages.com/store_finder
11013,OK,95782,http://ec2.insiderpages.com/store_finder
12670,OK,95801,http://ec2.insiderpages.com/store_finder
5610,OK,95832,http://ec2.insiderpages.com/store_finder
2030,OK,95835,http://ec2.insiderpages.com/store_finder
13851,OK,95788,http://ec2.insiderpages.com/store_finder
9005,Service Unavailable.,80,http://ec2.insiderpages.com/
9231,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/ez_mart/Atlanta/GA
7842,Service Unavailable.,1654,http://ec2.insiderpages.com/store_finder/find/shoe_pavilion
8756,Service Unavailable.,1602,http://ec2.insiderpages.com/store_finder/find/la_quinta
9698,Service Unavailable.,1598,http://ec2.insiderpages.com/store_finder/find/petco
9512,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/caseys_general_store/Chicago/IL
7782,Service Unavailable.,80,http://ec2.insiderpages.com/
9764,Service Unavailable.,1724,http://ec2.insiderpages.com/store_finder/find/play_it_again_sports
7906,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8824,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/best_buy/Denver/CO
10088,Service Unavailable.,80,http://ec2.insiderpages.com/
10105,Service Unavailable.,80,http://ec2.insiderpages.com/
8509,Service Unavailable.,1612,http://ec2.insiderpages.com/store_finder/find/pearle_vision
10574,Service Unavailable.,1624,http://ec2.insiderpages.com/store_finder/find/albertsons
10216,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/quik_stop/Atlanta/GA
10192,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/aarons_sales_and_lease_ownership/Atlanta/GA
15015,OK,95771,http://ec2.insiderpages.com/store_finder
6375,Not Found,2284,http://ec2.insiderpages.com/${IP_STORE_g1}
11292,OK,95802,http://ec2.insiderpages.com/store_finder
14377,OK,95738,http://ec2.insiderpages.com/store_finder
6378,Service Unavailable.,1925,http://ec2.insiderpages.com/b/3718462545/ici-dulux-paint-las-vegas-2
4914,Service Unavailable.,80,http://ec2.insiderpages.com/
6372,Service Unavailable.,1803,http://ec2.insiderpages.com/b/3723311627/aflac-bellevue
5438,Service Unavailable.,80,http://ec2.insiderpages.com/
5672,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/comfort_inn/LasVegas/NV
6239,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/84_lumber/LasVegas/NV
7148,Service Unavailable.,80,http://ec2.insiderpages.com/
7019,Service Unavailable.,1890,http://ec2.insiderpages.com/b/15249014092/sonic-drivein-atlanta
4991,Service Unavailable.,80,http://ec2.insiderpages.com/
5776,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6960,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5345,Service Unavailable.,1915,http://ec2.insiderpages.com/b/5000465094/urban-outfitters-littleton
7446,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/national_city_bank/Dallas/TX
5946,Service Unavailable.,1957,http://ec2.insiderpages.com/b/15244263616/urban-outfitters-philadelphia-3
7772,Service Unavailable.,1621,http://ec2.insiderpages.com/store_finder/find/bed_bath_and_beyond
5615,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/super_8_motel/NewYork/NY
5328,Service Unavailable.,80,http://ec2.insiderpages.com/
4956,Service Unavailable.,1600,http://ec2.insiderpages.com/store_finder/find/victorias_secret
7039,Service Unavailable.,80,http://ec2.insiderpages.com/
5797,Service Unavailable.,1820,http://ec2.insiderpages.com/b/15240029787/piccolo-new-york
5198,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5549,Service Unavailable.,80,http://ec2.insiderpages.com/
5311,Service Unavailable.,80,http://ec2.insiderpages.com/
8521,Not Found,2317,http://ec2.insiderpages.com/${IP_STORE_g1}
8747,Not Found,2274,http://ec2.insiderpages.com/${IP_STORE_g1}
8579,Not Found,2290,http://ec2.insiderpages.com/${IP_STORE_g1}
10818,OK,95779,http://ec2.insiderpages.com/store_finder
13723,OK,95809,http://ec2.insiderpages.com/store_finder
10966,OK,95557,http://ec2.insiderpages.com/store_finder
9364,Service Unavailable.,80,http://ec2.insiderpages.com/
7194,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/rent_a_center/Atlanta/GA
7289,Service Unavailable.,80,http://ec2.insiderpages.com/
7297,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
8772,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7807,Service Unavailable.,1619,http://ec2.insiderpages.com/store_finder/find/la_petite_academy
8086,Service Unavailable.,1908,http://ec2.insiderpages.com/b/3718994095/delias-lounge--cafe-brooklyn
8651,Service Unavailable.,1595,http://ec2.insiderpages.com/store_finder/find/gymboree
8137,Not Found,2287,http://ec2.insiderpages.com/${IP_STORE_g1}
8099,Not Found,2368,http://ec2.insiderpages.com/${IP_STORE_g1}
15872,OK,95791,http://ec2.insiderpages.com/store_finder
19644,OK,95774,http://ec2.insiderpages.com/store_finder
6436,Service Unavailable.,2063,http://ec2.insiderpages.com/b/3715714377/leslies-swimming-pool-supplies-pasadena
5501,Service Unavailable.,1703,http://ec2.insiderpages.com/store_finder/find/one_hour_martinizing_cleaners
5543,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6586,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6145,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
6102,Service Unavailable.,80,http://ec2.insiderpages.com/
5274,Service Unavailable.,1633,http://ec2.insiderpages.com/store_finder/find/party_city
7568,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
5169,Service Unavailable.,2060,http://ec2.insiderpages.com/b/15250216380/christalgattanella-jerome--allstate-insurance-company-new-york
6911,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
9109,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/miracle_ear/Boston/MA
8881,Service Unavailable.,1652,http://ec2.insiderpages.com/store_finder/find/staybridge_suites
8351,Service Unavailable.,1870,http://ec2.insiderpages.com/b/3711878089/fort-lupton-u-pump-it-fort-lupton
8071,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/charlotte_russe/Denver/CO
7294,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7754,Service Unavailable.,1626,http://ec2.insiderpages.com/store_finder/find/fedex_kinkos
8125,Service Unavailable.,80,http://ec2.insiderpages.com/
6612,Service Unavailable.,1810,http://ec2.insiderpages.com/b/15244854644/target-renton
6035,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7054,Service Unavailable.,1622,http://ec2.insiderpages.com/store_finder/find/fedex_kinkos
8181,Service Unavailable.,1866,http://ec2.insiderpages.com/b/3722301001/western-auto-dayton
9508,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/hyundai/Washington/DC
8810,Service Unavailable.,80,http://ec2.insiderpages.com/
10132,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/fifth_third_bank/Chicago/IL
1447,Not Found,2317,http://ec2.insiderpages.com/${IP_STORE_g1}
4982,Not Found,2295,http://ec2.insiderpages.com/${IP_STORE_g1}
5391,Not Found,2311,http://ec2.insiderpages.com/${IP_STORE_g1}
5588,Not Found,2335,http://ec2.insiderpages.com/${IP_STORE_g1}
5600,Not Found,2316,http://ec2.insiderpages.com/${IP_STORE_g1}
6335,Not Found,2305,http://ec2.insiderpages.com/${IP_STORE_g1}
6663,Not Found,2314,http://ec2.insiderpages.com/${IP_STORE_g1}
9562,OK,95753,http://ec2.insiderpages.com/store_finder
2584,Internal Server Error,26280,http://ec2.insiderpages.com/b/15257485143/thrifty-car-rental-houston-14
10043,OK,95812,http://ec2.insiderpages.com/store_finder
6895,Internal Server Error,26333,http://ec2.insiderpages.com/b/15257499884/orkin-pest--termite-control-hayward-2
7962,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/supercuts/Seattle/WA
7911,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder
7952,Service Unavailable.,1816,http://ec2.insiderpages.com/b/3715614386/ez-mart-norwell
8458,Service Unavailable.,1642,http://ec2.insiderpages.com/store_finder/find/western_union
7726,Service Unavailable.,1847,http://ec2.insiderpages.com/b/14210395094/curves-washington-dc
9701,Service Unavailable.,1830,http://ec2.insiderpages.com/b/3587057340/petsmart-seattle
8551,Service Unavailable.,80,http://ec2.insiderpages.com/store_finder/results/ryans_family_steak_house/Atlanta/GA
5550,Not Found,2322,http://ec2.insiderpages.com/${IP_STORE_g1}
15978,OK,95717,http://ec2.insiderpages.com/store_finder
15464,OK,95771,http://ec2.insiderpages.com/store_finder
11780,OK,95737,http://ec2.insiderpages.com/store_finder
14603,Internal Server Error,26200,http://ec2.insiderpages.com/b/15257313920/sign-a-rama-van-nuys
7797,Internal Server Error,26277,http://ec2.insiderpages.com/b/15255626411/bally-total-fitness-lakewood
22049,OK,95765,http://ec2.insiderpages.com/store_finder
3706,Internal Server Error,26185,http://ec2.insiderpages.com/b/15250523097/holiday-inn-garland
